R-squared (Random Forest Regression),"Mean R-squared (Random Forest Regression, Cross-Validation)",time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.958463797328198,0.9724348188561798,3.090095281600952,False,1,3b660_00002,2023-05-27_21-55-58,1685224558,3.090095281600952,195879,dev-server-group8,192.168.2.92,3.090095281600952,1
