R-squared (Random Forest Regression),"Mean R-squared (Random Forest Regression, Cross-Validation)",time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9584700346479618,0.9724416925996373,3.219571828842163,False,1,a9d42_00005,2023-05-27_21-59-20,1685224760,3.219571828842163,196906,dev-server-group8,192.168.2.92,3.219571828842163,1
