R-squared (Random Forest Regression),"Mean R-squared (Random Forest Regression, Cross-Validation)",time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.958470034923423,0.97244169160154,3.1869568824768066,False,1,8e57c_00004,2023-05-27_21-58-18,1685224698,3.1869568824768066,196274,dev-server-group8,192.168.2.92,3.1869568824768066,1
