R-squared (Random Forest Regression),"Mean R-squared (Random Forest Regression, Cross-Validation)",time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.958470034923423,0.97244169160154,3.8997609615325928,False,1,a9d42_00016,2023-05-27_22-00-21,1685224821,3.8997609615325928,197757,dev-server-group8,192.168.2.92,3.8997609615325928,1
