R-squared (Random Forest Regression),"Mean R-squared (Random Forest Regression, Cross-Validation)",time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9584700406792245,0.9724416788038429,3.8582003116607666,False,1,8e57c_00011,2023-05-27_21-58-28,1685224708,3.8582003116607666,196450,dev-server-group8,192.168.2.92,3.8582003116607666,1
