R-squared (Random Forest Regression),"Mean R-squared (Random Forest Regression, Cross-Validation)",time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9560850432006491,0.972796501690467,6.570733308792114,False,1,a9d42_00025,2023-05-27_22-01-14,1685224874,6.570733308792114,198397,dev-server-group8,192.168.2.92,6.570733308792114,1
