R-squared (Random Forest Regression),"Mean R-squared (Random Forest Regression, Cross-Validation)",time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.958463797328198,0.9724348188561798,2.9165825843811035,False,1,8e57c_00002,2023-05-27_21-58-17,1685224697,2.9165825843811035,196265,dev-server-group8,192.168.2.92,2.9165825843811035,1
